一级类目,一级类目ID,二级类目,二级类目ID,三级类目,三级类目ID,关键词,ID,状态,推荐,来源
家具,9847,客厅家具,9849,沙发,9870,竹家具,5da04151a55ea72f,停用,普通,品牌词
汽车用品,6728,汽车装饰,6745,汽车装饰灯,13985,红外适配器,08c9856b1ee2865b,停用,普通,品牌词
音乐,4051,汽车音乐,4077,汽车音乐,4294,光盘片,af1c1e3ddb517383,停用,普通,品牌词
数码,652,数码配件,829,滤镜,835,红外单反相机,9977e6b94786278b,停用,普通,品牌词
医药保健,9192,保健器械,9197,血压计,12189,水银血压计,f68e0296976a1d5f,停用,普通,品牌词
服饰内衣,1315,女装,1343,衬衫,1354,polo衫正装,716c851b36ac33c9,停用,普通,品牌词
农资绿植,12473,园林/农耕,12479,农业机械/工具,12514,中央空气净化器,77ff8e6d236d54d7,停用,普通,品牌词
运动户外,1318,垂钓用品,12147,辅助装备,12153,国产自行车,3b82a9875ae29d7c,停用,普通,品牌词
家装建材,9855,五金工具,9858,工具配件,13821,工具收纳柜,9b1aeaaa08c34f7f,停用,普通,品牌词
珠宝首饰,6144,时尚饰品,6182,手链/脚链,6189,k金脚链,3bdf36610b11c005,停用,普通,品牌词
鞋靴,11729,时尚女鞋,11731,单鞋,6914,便宜单鞋,6004a28046c5a047,停用,普通,品牌词
家用电器,737,个护健康,1276,卷/直发器,12400,熨衣板,7628724ca0e6b2b1,停用,普通,品牌词
服饰内衣,1315,男装,1342,POLO衫,9733,polo衫运动裤,06335f00cb77e401,停用,普通,品牌词
服饰内衣,1315,男装,1342,POLO衫,9733,polo衫广告衫,f4f0507a60f2b862,停用,普通,品牌词
电脑、办公,670,办公设备,716,会议音频视频,7375,免费电话机,e149cdf502d9262e,停用,普通,品牌词
汽车用品,6728,汽车装饰,6745,功能小件,11889,热卖手机,90abf83569383900,停用,普通,品牌词
手机,9987,手机配件,830,手机耳机,862,高级手机耳机,734fd84e15402e83,停用,普通,品牌词
家装建材,9855,五金工具,9858,家用五金,9920,衣柜穿衣镜,0c091ae0be2c3a29,停用,普通,品牌词
食品饮料,1320,休闲食品,1583,饼干蛋糕,1595,蛋黄派,fb9a16d12ee70cf7,停用,普通,品牌词
家具,9847,卧室家具,9848,衣柜,11972,儿童移门衣柜,4a1b87a2211fb26d,停用,普通,品牌词
珠宝首饰,6144,时尚饰品,6182,手链/脚链,6189,k金手链,474c42db0d77bb92,停用,普通,品牌词
运动户外,1318,垂钓用品,12147,辅助装备,12153,国产地板,a2f57b5af97ea8d0,停用,普通,品牌词
电脑、办公,670,网络产品,699,交换机,702,网络设备产品,18773ee540c845c9,停用,普通,品牌词
珠宝首饰,6144,时尚饰品,6182,手链/脚链,6189,女式白金手链,d589202311f5608f,停用,普通,品牌词
珠宝首饰,6144,钻石,6160,钻戒,6162,戴铂金戒指,675157dabd7e5f91,停用,普通,品牌词
家居家纺,1620,收纳用品,13780,收纳架/篮,13785,幼儿园书架书柜,c1f6ef943f309429,停用,普通,品牌词
家用电器,737,厨房小电,752,电水壶/热水瓶,760,特价热水壶,dbc9609b914b4824,停用,普通,品牌词
家居家纺,1620,生活日用,1624,浴室用品,1657,木沐浴桶,bac7f5de94ec0a92,停用,普通,品牌词
家居家纺,1620,家纺,1621,床垫/床褥,1631,健康睡眠床垫,27f81f82e9b570a6,停用,普通,品牌词
家具,9847,客厅家具,9849,沙发,9870,精品沙发,85464d5aff4798b6,停用,普通,品牌词
农资绿植,12473,园林/农耕,12479,农业机械/工具,12514,新款微耕机,b05d6d57026fa6fb,停用,普通,品牌词
母婴,1319,尿裤湿巾,1525,婴儿尿裤,7057,婴儿游泳尿裤,e753249bb01a3156,停用,普通,品牌词
家具,9847,卧室家具,9848,穿衣镜,9869,古典穿衣镜,f300d796f9b00d01,停用,普通,品牌词
家居家纺,1620,收纳用品,13780,收纳柜,13782,塑胶收纳柜,8d8a3c24a1190a96,停用,普通,品牌词
珠宝首饰,6144,铂金,12040,铂金戒指,12045,素铂金戒指,397461ea61aa8094,停用,普通,品牌词
数码,652,摄影摄像,654,镜头,834,专业单反相机镜头,af1881366cef5040,停用,普通,品牌词
运动户外,1318,健身训练,1463,其他器械,12113,高拉力器,acb97d8e3ef302b0,停用,普通,品牌词
食品饮料,1320,粮油调味,1584,调味品,2677,菌菇牛肉,3ac6da966416a656,停用,普通,品牌词
珠宝首饰,6144,铂金,12040,铂金手镯/手链/脚链,12044,男式白金手链,0caf8af6183d0363,停用,普通,品牌词
珠宝首饰,6144,钻石,6160,钻戒,6162,新款铂金戒指,c02135226fcbb1eb,停用,普通,品牌词
汽车用品,6728,汽车装饰,6745,挂件摆件,11888,普通沉香木,ef487cd6ad9b5b1d,停用,普通,品牌词
家用电器,737,厨房小电,752,电饼铛,882,便宜电饼铛,e2136a1a2f700b6d,停用,普通,品牌词
家装建材,9855,装饰材料,9861,浴霸,11960,风幕机,c90644c66badfcb0,停用,普通,品牌词
玩具乐器,6233,益智玩具,6271,早教启智,6277,停车场,2002d7dbc8bc9abe,停用,普通,品牌词
家装建材,9855,厨房卫浴,9857,淋浴花洒,9907,淋浴花洒除垢,cd120ab1b2263036,停用,普通,品牌词
服饰内衣,1315,女装,1343,连衣裙,9719,流行孕妇装,dec1d26cc5433f4b,停用,普通,品牌词
家装建材,9855,墙地面材料,9860,地板,9934,发热地板,9d37e16b06c3fb4d,停用,普通,品牌词
汽车用品,6728,汽车装饰,6745,功能小件,11889,餐巾盒套,540069c1e471d629,停用,普通,品牌词
礼品箱包,1672,礼品,2599,创意礼品,5266,拉猫玩具,330fb1004756d1d0,停用,普通,品牌词
农资绿植,12473,园林/农耕,12479,资材,12583,雨伞架,4e4ae51096e99c9d,停用,普通,品牌词
服饰内衣,1315,女装,1343,连衣裙,9719,特价孕妇装,24f85fd465670a34,停用,普通,品牌词
农资绿植,12473,园林/农耕,12479,园艺工具,14215,水景摆件园艺,2a5b0f4acb38ddac,停用,普通,品牌词
家具,9847,客厅家具,9849,电视柜,9873,简单电视柜,28f58b27159bbc4a,停用,普通,品牌词
农资绿植,12473,园林/农耕,12479,资材,12583,升达地板,c05d377bc3c89e45,停用,普通,品牌词
家装建材,9855,墙地面材料,9860,地板,9934,符合地板,21404b11f7577029,停用,普通,品牌词
珠宝首饰,6144,铂金,12040,铂金手镯/手链/脚链,12044,白金男士手链,8866179c86df722b,停用,普通,品牌词
家居家纺,1620,收纳用品,13780,收纳箱/盒,13783,小型收纳盒,b3d6f5a3b334d92f,停用,普通,品牌词
服饰内衣,1315,男装,1342,衬衫,1348,polo领衬衫,cb44d801d21be888,停用,普通,品牌词
数码,652,影音娱乐,828,耳机/耳麦,842,森海手机耳机,899aa479528946c6,停用,普通,品牌词
汽车用品,6728,车载电器,6740,行车记录仪,6964,在线导航仪,a2a3cdb0c1e35a2c,停用,普通,品牌词
家具,9847,卧室家具,9848,床垫,9864,高级床垫,bd352528c27d8769,停用,普通,品牌词
厨具,6196,水具酒具,6219,保温壶,6224,大型热水壶,e99bb07ddd12f3c1,停用,普通,品牌词
家居家纺,1620,家纺,1621,床垫/床褥,1631,超薄床垫,6f81d5e3f1e033e6,停用,普通,品牌词
汽车用品,6728,汽车装饰,6745,功能小件,11889,空加湿器,65cca039e6d8e5e1,停用,普通,品牌词
数码,652,摄影摄像,654,单反相机,832,35mm单反相机,7e3ff09b5f88a167,停用,普通,品牌词
母婴,1319,妈妈专区,4997,孕妈装,4998,个性孕妇装,3db12b234f26c372,停用,普通,品牌词
运动户外,1318,健身训练,1463,跳绳,13795,维嘉威跳绳,e3553365acde2073,停用,普通,品牌词
运动户外,1318,运动服饰,12102,棉服,9762,围巾棉衣手套,091186cd4f62c2d5,停用,普通,品牌词
家装建材,9855,墙地面材料,9860,地板,9934,软木地板,90af24785f476095,停用,普通,品牌词
家用电器,737,个护健康,1276,美容器,795,手持加湿器,d7b1c68f0527183d,停用,普通,品牌词
汽车用品,6728,车载电器,6740,车载冰箱,6753,ix35车载冰箱,3c403cdc850821f3,停用,普通,品牌词
珠宝首饰,6144,K金饰品,13062,K金戒指,13067,18k铂金戒指,e87cd5be4d3b01b5,停用,普通,品牌词
家具,9847,客厅家具,9849,沙发,9870,红木家具,c750f531548c72da,停用,普通,品牌词
美妆个护,1316,女性护理,1385,卫生巾,1408,全球卫生巾,0739f063ae23dc1d,停用,普通,品牌词
礼品箱包,1672,功能箱包,2577,相机包,12074,女生单反相机,36dad61624f56fca,停用,普通,品牌词
家具,9847,储物家具,9852,层架/置物架,9888,镀铬置物架,6270e558663e9568,停用,普通,品牌词
服饰内衣,1315,男装,1342,POLO衫,9733,polo衫扣子,cc0bb4e9de5fe3fe,停用,普通,品牌词
珠宝首饰,6144,时尚饰品,6182,手链/脚链,6189,k金手镯,58eb21df8b34c005,停用,普通,品牌词
家居家纺,1620,家装软饰,11158,装饰字画,11163,印象派油画,19cf476a00d316cd,停用,普通,品牌词
美妆个护,1316,香水彩妆,1387,香水,11932,清淡香水,45f6b6e1cc317743,停用,普通,品牌词
家用电器,737,厨卫大电,13297,蒸柜,13875,大蒸柜,20d3985547f45f1b,停用,普通,品牌词
服饰内衣,1315,男装,1342,POLO衫,9733,白色polo衬衫,c960cc56a54700ac,停用,普通,品牌词
家居家纺,1620,家纺,1621,床品套件,1626,简单家居床品,575a6568cafd4b79,停用,普通,品牌词
家装建材,9855,五金工具,9858,测量工具,9923,万能插座,2dd24cbb97bc4a88,停用,普通,品牌词
运动户外,1318,户外装备,1462,极限户外,12145,国内加湿器,f7b5271e7dd25fca,停用,普通,品牌词
运动户外,1318,健身训练,1463,仰卧板/收腹机,12112,超级跳绳,08e7d6959d4d78f9,停用,普通,品牌词
家居家纺,1620,收纳用品,13780,收纳箱/盒,13783,高档收纳箱,e0f200dc80b0e01b,停用,普通,品牌词
农资绿植,12473,园林/农耕,12479,资材,12583,木雕工艺品,bd925dc97cc8f4b3,停用,普通,品牌词
珠宝首饰,6144,铂金,12040,铂金手镯/手链/脚链,12044,男士白金手链,463cd41941b57541,停用,普通,品牌词
汽车用品,6728,车载电器,6740,车载冰箱,6753,昊锐车载冰箱,033428ac3cf2a395,停用,普通,品牌词
服饰内衣,1315,男装,1342,T恤,1349,长袖polo衬衫,93455fd38baaef7b,停用,普通,品牌词
家用电器,737,个护健康,1276,电吹风,740,便宜电吹风,a33b1d771797f46a,停用,普通,品牌词
手机,9987,手机配件,830,手机耳机,862,便宜手机耳机,0f06e9d15de65ddd,停用,普通,品牌词
影视,4052,卡通/动画,4091,卡通电视,4431,围巾当帽子,8845985ad59c2a06,停用,普通,品牌词
家居家纺,1620,家装软饰,11158,装饰摆件,11166,古董电话机,bcaed166860276ff,停用,普通,品牌词
运动户外,1318,健身训练,1463,瑜伽用品,12114,手绢花,ad906fff5e25ff9a,停用,普通,品牌词
珠宝首饰,6144,木手串/把件,12041,沉香木,12049,红沙沉香木,608944d04474cfa4,停用,普通,品牌词
家居家纺,1620,生活日用,1624,缝纫/针织用品,1658,拷边机,b5c564263d0288d6,停用,普通,品牌词
家具,9847,卧室家具,9848,床垫,9864,智能床垫,2e1cef19dc3748fe,停用,普通,品牌词
数码,652,智能设备,12345,智能手表,12348,中学生手机,12b7f91a88ec3705,停用,普通,品牌词
家具,9847,书房家具,9851,书柜/书架,9881,空间大师收纳柜,601e98d6f695f648,停用,普通,品牌词
家居家纺,1620,家装软饰,11158,装饰摆件,11166,陶瓷壁画,56d5b6caba0991cf,停用,普通,品牌词
图书,1713,工业技术,3282,参考工具书,3702,电力电缆及电线,0cff2a0d77dd40d3,停用,普通,品牌词
家居家纺,1620,家装软饰,11158,装饰字画,11163,莫奈油画,0aa54266b7664be3,停用,普通,品牌词
礼品箱包,1672,精品男包,2576,单肩/斜挎包,12072,便宜单肩包,c95530eb88fcd288,停用,普通,品牌词
服饰内衣,1315,女装,1343,连衣裙,9719,时装,60519de26a36e6cd,停用,普通,品牌词
礼品箱包,1672,礼品,2599,礼品定制,12079,招牌,a898a07017f64bc2,停用,普通,品牌词
农资绿植,12473,园林/农耕,12479,资材,12583,绢花插花,905f429d3757ed16,停用,普通,品牌词
家居家纺,1620,家装软饰,11158,装饰字画,11163,赵无极油画,c556ba852756f633,停用,普通,品牌词
运动户外,1318,户外装备,1462,登山攀岩,1475,雪杖,0b23026c00a09c24,停用,普通,品牌词
母婴,1319,童车童床,1528,学步车,1568,特价学步车,61abf84cf2862516,停用,普通,品牌词
礼品箱包,1672,奢侈品,2615,箱包,9186,寇驰公文包,568cbb22e1c5089d,停用,普通,品牌词
礼品箱包,1672,精品男包,2576,商务公文包,1455,便宜公文包,ed39f6d40fc820f5,停用,普通,品牌词
汽车用品,6728,汽车装饰,6745,功能小件,11889,人气手机,f6e9dcc4274fe9c6,停用,普通,品牌词
家居家纺,1620,家纺,1621,沙发垫套/椅垫,11161,藤沙发坐垫,a195b2173e1c22f4,停用,普通,品牌词
运动户外,1318,体育用品,1466,轮滑滑板,12122,滑板车,14933cb6cfed5a6b,停用,普通,品牌词
家具,9847,卧室家具,9848,床垫,9864,丝涟,597ca078e9c9bbda,停用,普通,品牌词
电脑、办公,670,办公设备,716,白板,727,挂板,daff7579203f349d,停用,普通,品牌词
家具,9847,办公家具,9854,办公前台/收银台,12531,收银台,33b06986f0cac0fb,停用,普通,品牌词
数码,652,影音娱乐,828,音箱/音响,841,酒吧音箱,ddd65a01dcf67944,停用,普通,品牌词
手机,9987,手机配件,830,手机耳机,862,邦华手机耳机,87cfe919e10e0ae1,停用,普通,品牌词
家用电器,737,个护健康,1276,理发器,1287,贝亲理发器,d1365e51de828ac7,停用,普通,品牌词
珠宝首饰,6144,银饰,6155,银戒指,6158,便宜银戒指,07125ae92848c0a4,停用,普通,品牌词
农资绿植,12473,园林/农耕,12479,农业机械/工具,12514,防盗网纱窗,eb7e90cbe9c14e9a,停用,普通,品牌词
数码,652,摄影摄像,654,单反相机,832,3000单反相机,e0817f0daea9bfef,停用,普通,品牌词
家居家纺,1620,家装软饰,11158,装饰字画,11163,人体油画,60ed1b7616016854,停用,普通,品牌词
家居家纺,1620,家装软饰,11158,装饰字画,11163,瓷板画,197c86c64ae76228,停用,普通,品牌词
手机,9987,手机配件,830,手机保护套,866,欧洲手机,c14b058c7650369c,停用,普通,品牌词
礼品箱包,1672,礼品,2599,创意礼品,5266,米卡台式化妆镜,32e4b2a3e26e6019,停用,普通,品牌词
汽车用品,6728,车载电器,6740,驾驶辅助,12408,方向盘手柄,08f67cce9357fd97,停用,普通,品牌词
服饰内衣,1315,男装,1342,衬衫,1348,polo女衬衫,0c7f0c81d70dc6fc,停用,普通,品牌词
农资绿植,12473,园林/农耕,12479,资材,12583,黄金摆件工艺品,1db6013c8a81332e,停用,普通,品牌词
生鲜,12218,冷冻食品,13591,速冻半成品,13596,方便速食/冷冻,30fd9e0360bc2a56,停用,普通,品牌词
家用电器,737,生活电器,738,加湿器,748,纯净加湿器,aa7f19bf8a1d662c,停用,普通,品牌词
农资绿植,12473,园林/农耕,12479,农业机械/工具,12514,废电缆电线,245123e290bb955c,停用,普通,品牌词
家装建材,9855,装饰材料,9861,园艺休闲,9942,休闲穿衣镜,127e031723c1e234,停用,普通,品牌词
汽车用品,6728,安全自驾,6747,摩托车,13270,摩托车车衣车罩,cf006b76b6011a0e,停用,普通,品牌词
农资绿植,12473,园林/农耕,12479,资材,12583,干花插花,8101dd4d01386423,停用,普通,品牌词
电脑、办公,670,文具/耗材,729,刻录碟片/附件,4838,bd-r碟片,fef6ca4a05214072,停用,普通,品牌词
运动户外,1318,户外装备,1462,野餐用品,1477,豪华蒸柜,a4f84ba3bbd4e84f,停用,普通,品牌词
家装建材,9855,墙地面材料,9860,管材管件,9936,铜阀门,b3b9240e230d45bf,停用,普通,品牌词
医药保健,9192,保健器械,9197,体温计,12588,下载体温计,f6961ccb7380c391,停用,普通,品牌词
运动户外,1318,体育用品,1466,高尔夫,1700,高尔夫球包,039be638db7c7128,停用,普通,品牌词
电脑、办公,670,电脑配件,677,组装电脑,11762,台式电脑主板,8c32613aa5b4dc08,停用,普通,品牌词
家用电器,737,生活电器,738,生活电器配件,12396,空调过滤网,a6ba21026f3e73e7,停用,普通,品牌词
运动户外,1318,健身训练,1463,其他器械,12113,出口加湿器,f1eaf44fbabdd312,停用,普通,品牌词
家用电器,737,生活电器,738,加湿器,748,冷加湿器,86b0a857c98c6845,停用,普通,品牌词
运动户外,1318,健身训练,1463,跳绳,13795,无线跳绳,6ab695e2e24e6b76,停用,普通,品牌词
汽车用品,6728,车载电器,6740,车载净化器,6807,qq加湿器,a518ebeacb7f859b,停用,普通,品牌词
汽车用品,6728,汽车装饰,6745,功能小件,11889,票据机,408460df9651c544,停用,普通,品牌词
家居家纺,1620,生活日用,1624,净化除味,1661,快活林活性炭,e7f77e9152eb4abd,停用,普通,品牌词
珠宝首饰,6144,K金饰品,13062,K金吊坠,13063,一个铂金戒指,3ea517cd9ca2963b,停用,普通,品牌词
礼品箱包,1672,奢侈品,2615,饰品,11935,银制戒指,0ea92c5ece1a12f8,停用,普通,品牌词
家具,9847,卧室家具,9848,床垫,9864,金可儿,b880bb3ce2862a98,停用,普通,品牌词
礼品箱包,1672,礼品,2599,火机烟具,1440,打银戒指,8fcf39347dd2a323,停用,普通,品牌词
美妆个护,1316,面部护肤,1381,精华,13546,去皱产品,2e816c6ddc03aff1,停用,普通,品牌词
图书,1713,计算机与互联网,3287,计算机工具书,3816,简笔画电脑,1f95ad43c20796e4,停用,普通,品牌词
数码,652,电子教育,12346,录音笔,840,大内存录音笔,e19a09fe1efa69b8,停用,普通,品牌词
服饰内衣,1315,女装,1343,针织衫,1356,羊绒披肩外套,c5ca4b5450c3f6bd,停用,普通,品牌词
美妆个护,1316,清洁用品,1625,清洁工具,1667,干风机,d1cefaf1c28c4f15,停用,普通,品牌词
美妆个护,1316,面部护肤,1381,面膜,1392,骨胶原蛋白面膜,9805b7194a8a8436,停用,普通,品牌词
鞋靴,11729,时尚女鞋,11731,单鞋,6914,纪梵希单鞋,ddaeda0cdddcfcbb,停用,普通,品牌词
运动户外,1318,健身训练,1463,其他器械,12113,电动足疗机,9bb2536bd09cc64b,停用,普通,品牌词
美妆个护,1316,面部护肤,1381,眼霜,13547,即时修护眼霜,b0003b86c2830604,停用,普通,品牌词
运动户外,1318,户外装备,1462,帐篷/垫子,1473,野外充气泵,90c877621fc81a1a,停用,普通,品牌词
服饰内衣,1315,女装,1343,打底衫,11985,打底衫,7ff940bfe6da0443,停用,普通,品牌词
礼品箱包,1672,礼品,2599,创意礼品,5266,高压气瓶充气泵,7b24619969b3b67d,停用,普通,品牌词
礼品箱包,1672,奢侈品,2615,鞋靴,11934,圣罗兰单鞋,aeb75f8ea300ade5,停用,普通,品牌词
礼品箱包,1672,礼品,2599,创意礼品,5266,荧光粉,32e4dae2fcd4604b,停用,普通,品牌词
农资绿植,12473,园林/农耕,12479,农业机械/工具,12514,模特架,49beabfc0ed656a2,停用,普通,品牌词
汽车用品,6728,汽车装饰,6745,挂件摆件,11888,三不娃娃,3b745606924b58a0,停用,普通,品牌词
